image,text
../../datasets/FIDStyles/style3/A small toy is attached to a mobile phone..jpg,A small toy is attached to a mobile phone.
../../datasets/FIDStyles/style3/An older man is sitting on a bench not far from the water..jpg,An older man is sitting on a bench not far from the water.
../../datasets/FIDStyles/style3/A number of boxed foods sitting on a piece of cardboard.jpg,A number of boxed foods sitting on a piece of cardboard
../../datasets/FIDStyles/style3/A skier in a green jacket going downhill..jpg,A skier in a green jacket going downhill.
../../datasets/FIDStyles/style3/a sandwich cut in to and two side dishes.jpg,a sandwich cut in to and two side dishes
../../datasets/FIDStyles/style3/a rotted bus bench sits on a side walk.jpg,a rotted bus bench sits on a side walk
../../datasets/FIDStyles/style3/A kitchen with wooden cabinets and cupboards with black counter tops..jpg,A kitchen with wooden cabinets and cupboards with black counter tops.
../../datasets/FIDStyles/style3/A red stop sign at the end of the street.jpg,A red stop sign at the end of the street
"../../datasets/FIDStyles/style3/A kitchen with an oven, stove, and refrigerator in a highlighted type picture..jpg","A kitchen with an oven, stove, and refrigerator in a highlighted type picture."
../../datasets/FIDStyles/style3/a baseball player swings his bat at a ball.jpg,a baseball player swings his bat at a ball
../../datasets/FIDStyles/style3/A pretty young lady sitting around with four other mean in a living room..jpg,A pretty young lady sitting around with four other mean in a living room.
../../datasets/FIDStyles/style3/Sandwich and fries with ketchup and a drink on the side..jpg,Sandwich and fries with ketchup and a drink on the side.
../../datasets/FIDStyles/style3/A herd of horses grazing on bales of hay..jpg,A herd of horses grazing on bales of hay.
../../datasets/FIDStyles/style3/A person flying a kite at the sea shore..jpg,A person flying a kite at the sea shore.
../../datasets/FIDStyles/style3/The small child attempts to throw a Frisbee near an older man..jpg,The small child attempts to throw a Frisbee near an older man.
../../datasets/FIDStyles/style3/A group of people in a park some with kites.jpg,A group of people in a park some with kites
../../datasets/FIDStyles/style3/A yard filled with trucks parked next to each other..jpg,A yard filled with trucks parked next to each other.
../../datasets/FIDStyles/style3/A group of skiers coming down a gentle slope..jpg,A group of skiers coming down a gentle slope.
../../datasets/FIDStyles/style3/a very long bus on a station with people in it.jpg,a very long bus on a station with people in it
../../datasets/FIDStyles/style3/An alley with old houses and a car and bicycle nearby.jpg,An alley with old houses and a car and bicycle nearby
../../datasets/FIDStyles/style3/A group of people flying kites at the beach..jpg,A group of people flying kites at the beach.
../../datasets/FIDStyles/style3/A group of woman playing video games in a room.jpg,A group of woman playing video games in a room
../../datasets/FIDStyles/style3/A woman holds a racket in her hands on a court..jpg,A woman holds a racket in her hands on a court.
../../datasets/FIDStyles/style3/A wooden boat that is tied to a pier..jpg,A wooden boat that is tied to a pier.
../../datasets/FIDStyles/style3/A person is standing on a airport runway watching a plane leave..jpg,A person is standing on a airport runway watching a plane leave.
../../datasets/FIDStyles/style3/A post with a clock on top in a city at night.jpg,A post with a clock on top in a city at night
../../datasets/FIDStyles/style3/A group of people sitting in a room with laptops..jpg,A group of people sitting in a room with laptops.
../../datasets/FIDStyles/style3/A woman stands ready with a tennis racket..jpg,A woman stands ready with a tennis racket.
../../datasets/FIDStyles/style3/Two uncooked pizzas and grapes sit on a table..jpg,Two uncooked pizzas and grapes sit on a table.
../../datasets/FIDStyles/style3/A peeled yellow squash and a knife on a cutting board.jpg,A peeled yellow squash and a knife on a cutting board
../../datasets/FIDStyles/style3/A person on a court with a tennis racket..jpg,A person on a court with a tennis racket.
../../datasets/FIDStyles/style3/a yellow and black train with its lights on.jpg,a yellow and black train with its lights on
../../datasets/FIDStyles/style3/Some laptops that have a design on them..jpg,Some laptops that have a design on them.
../../datasets/FIDStyles/style3/Incredible picture of numerous people having a decent time..jpg,Incredible picture of numerous people having a decent time.
../../datasets/FIDStyles/style3/a black and silver parked motorcycle and some people.jpg,a black and silver parked motorcycle and some people
../../datasets/FIDStyles/style3/This black and white photo shows an individual crossing the street on foot..jpg,This black and white photo shows an individual crossing the street on foot.
../../datasets/FIDStyles/style3/A man skiing down a snowy slope in the sun.jpg,A man skiing down a snowy slope in the sun
"../../datasets/FIDStyles/style3/A plate full of food, including french fries and vegetables..jpg","A plate full of food, including french fries and vegetables."
../../datasets/FIDStyles/style3/The skateboarders are attempting tricks in the city..jpg,The skateboarders are attempting tricks in the city.
../../datasets/FIDStyles/style3/A clock attached to a building that indicates it is between 10 and 15 minutes after one o'clock..jpg,A clock attached to a building that indicates it is between 10 and 15 minutes after one o'clock.
../../datasets/FIDStyles/style3/a main wearing a helmet and holding a black umbrella..jpg,a main wearing a helmet and holding a black umbrella.
../../datasets/FIDStyles/style3/A laptop computer atop a wooden table on a patio..jpg,A laptop computer atop a wooden table on a patio.
../../datasets/FIDStyles/style3/Two delicious looking sandwiches with soup on a table..jpg,Two delicious looking sandwiches with soup on a table.
../../datasets/FIDStyles/style3/A large freight ship is docked in a harbor.jpg,A large freight ship is docked in a harbor
../../datasets/FIDStyles/style3/The counter tops in the kitchen are clean..jpg,The counter tops in the kitchen are clean.
../../datasets/FIDStyles/style3/A man swinging his tennis racket in his hand..jpg,A man swinging his tennis racket in his hand.
../../datasets/FIDStyles/style3/a couple of horses are standing in a field.jpg,a couple of horses are standing in a field
../../datasets/FIDStyles/style3/A locomotive with it's lights on is making it's way up the tree lined street..jpg,A locomotive with it's lights on is making it's way up the tree lined street.
../../datasets/FIDStyles/style3/Bowl of chili with a salad on the side..jpg,Bowl of chili with a salad on the side.
"../../datasets/FIDStyles/style3/The picture shows a cluttered office with a few laptops, empty beer bottles, and drawings on the whiteboard.jpg","The picture shows a cluttered office with a few laptops, empty beer bottles, and drawings on the whiteboard"
../../datasets/FIDStyles/style3/A microwave oven sitting under a window on top of a counter..jpg,A microwave oven sitting under a window on top of a counter.
../../datasets/FIDStyles/style3/The dog is waiting for his human to let him in the door..jpg,The dog is waiting for his human to let him in the door.
../../datasets/FIDStyles/style3/We are looking at two suitcases on a roller..jpg,We are looking at two suitcases on a roller.
../../datasets/FIDStyles/style3/A person that is swinging a bat in a baseball game..jpg,A person that is swinging a bat in a baseball game.
../../datasets/FIDStyles/style3/I am unable to see the image above..jpg,I am unable to see the image above.
../../datasets/FIDStyles/style3/A woman sitting on a bench in front of the ocean..jpg,A woman sitting on a bench in front of the ocean.
../../datasets/FIDStyles/style3/Two men in white coats standing next to a cow..jpg,Two men in white coats standing next to a cow.
../../datasets/FIDStyles/style3/A man sitting on a wooden bench with a drink in his hand..jpg,A man sitting on a wooden bench with a drink in his hand.
../../datasets/FIDStyles/style3/a baseball player in a batters box waiting for a pitch.jpg,a baseball player in a batters box waiting for a pitch
../../datasets/FIDStyles/style3/A women who is skiing down a hill..jpg,A women who is skiing down a hill.
../../datasets/FIDStyles/style3/A herd of deer and a single zebra in a field..jpg,A herd of deer and a single zebra in a field.
../../datasets/FIDStyles/style3/Assorted ties hand next to other random items..jpg,Assorted ties hand next to other random items.
../../datasets/FIDStyles/style3/A large building sits on the corner with a stop light..jpg,A large building sits on the corner with a stop light.
../../datasets/FIDStyles/style3/Two motorcycles parked next to each other on a lush green field..jpg,Two motorcycles parked next to each other on a lush green field.
../../datasets/FIDStyles/style3/A photo of a building with a clock on top of it..jpg,A photo of a building with a clock on top of it.
../../datasets/FIDStyles/style3/A refrigerator sits next to a counter in a kitchen..jpg,A refrigerator sits next to a counter in a kitchen.
../../datasets/FIDStyles/style3/Kids in a park setting holding Frisbees and waiting in line for something..jpg,Kids in a park setting holding Frisbees and waiting in line for something.
../../datasets/FIDStyles/style3/a girl that has just hit a tennis ball at a court.jpg,a girl that has just hit a tennis ball at a court
../../datasets/FIDStyles/style3/An old black and white street scene with people and vehicles..jpg,An old black and white street scene with people and vehicles.
