image,text
"../../datasets/FIDStyles/style0/A bedroom consisting of a bed, mirror, and a bureau..jpg","A bedroom consisting of a bed, mirror, and a bureau."
../../datasets/FIDStyles/style0/Looking through an opened door seeing a toilet and shower..jpg,Looking through an opened door seeing a toilet and shower.
../../datasets/FIDStyles/style0/Man appears to be asleep on his bed with no shirt on.jpg,Man appears to be asleep on his bed with no shirt on
../../datasets/FIDStyles/style0/a giraffe standing straight up behind a fence.jpg,a giraffe standing straight up behind a fence
../../datasets/FIDStyles/style0/A child uses a computer at a desk area..jpg,A child uses a computer at a desk area.
../../datasets/FIDStyles/style0/This is a stop light that is on a busy street..jpg,This is a stop light that is on a busy street.
"../../datasets/FIDStyles/style0/A blue, two-tiered British tour bus making a turn..jpg","A blue, two-tiered British tour bus making a turn."
../../datasets/FIDStyles/style0/A very tall brick clock tower with a large clock on it's side..jpg,A very tall brick clock tower with a large clock on it's side.
../../datasets/FIDStyles/style0/A bunch of people at a park flying kites..jpg,A bunch of people at a park flying kites.
../../datasets/FIDStyles/style0/A laptop and a PC sit next to each other on a black computer desk..jpg,A laptop and a PC sit next to each other on a black computer desk.
../../datasets/FIDStyles/style0/A woman walking a horse behind a big red truck..jpg,A woman walking a horse behind a big red truck.
../../datasets/FIDStyles/style0/A telephone pole with a sign that says Florida on it..jpg,A telephone pole with a sign that says Florida on it.
../../datasets/FIDStyles/style0/Produce sits on a table at a farmers market..jpg,Produce sits on a table at a farmers market.
../../datasets/FIDStyles/style0/A train yard in a city with a train in the distance.jpg,A train yard in a city with a train in the distance
../../datasets/FIDStyles/style0/A equestrian is all smiles as her horse looks concerned..jpg,A equestrian is all smiles as her horse looks concerned.
../../datasets/FIDStyles/style0/a hand and a picture of a laptop and a hand cutting a cord.jpg,a hand and a picture of a laptop and a hand cutting a cord
../../datasets/FIDStyles/style0/A woman puts food from a pan into a pot..jpg,A woman puts food from a pan into a pot.
../../datasets/FIDStyles/style0/A silver horse statue is on a table..jpg,A silver horse statue is on a table.
"../../datasets/FIDStyles/style0/A den with a chair, couch, television and a fire place..jpg","A den with a chair, couch, television and a fire place."
../../datasets/FIDStyles/style0/Hotel room with luggage on carpeted floor and beds..jpg,Hotel room with luggage on carpeted floor and beds.
../../datasets/FIDStyles/style0/A boat beached in a harbor at low tide..jpg,A boat beached in a harbor at low tide.
../../datasets/FIDStyles/style0/A flower in a vase next to a laptop on a table.jpg,A flower in a vase next to a laptop on a table
../../datasets/FIDStyles/style0/A man lies on the ground next to a luggage bag..jpg,A man lies on the ground next to a luggage bag.
../../datasets/FIDStyles/style0/A green car is sitting on the side of the road..jpg,A green car is sitting on the side of the road.
../../datasets/FIDStyles/style0/A simply decorated living room mostly in white.jpg,A simply decorated living room mostly in white
../../datasets/FIDStyles/style0/A large group of people in line to board an airplane..jpg,A large group of people in line to board an airplane.
../../datasets/FIDStyles/style0/a close up of animals on a field close together.jpg,a close up of animals on a field close together
../../datasets/FIDStyles/style0/A man is skiing through the park on a snowy day..jpg,A man is skiing through the park on a snowy day.
../../datasets/FIDStyles/style0/some buildings and many different signs and some street lamps.jpg,some buildings and many different signs and some street lamps
"../../datasets/FIDStyles/style0/A messy unfinished living room area with a sofa and tv, with DVDs and books scattered about..jpg","A messy unfinished living room area with a sofa and tv, with DVDs and books scattered about."
../../datasets/FIDStyles/style0/A man with a kite next to a child.jpg,A man with a kite next to a child
../../datasets/FIDStyles/style0/A group of young boys play volleyball on a sand court..jpg,A group of young boys play volleyball on a sand court.
../../datasets/FIDStyles/style0/A close up shot of a clock face with roman numerals..jpg,A close up shot of a clock face with roman numerals.
../../datasets/FIDStyles/style0/A small dog sitting next to a cow..jpg,A small dog sitting next to a cow.
../../datasets/FIDStyles/style0/A truck is parked on a busy roadway.jpg,A truck is parked on a busy roadway
../../datasets/FIDStyles/style0/A person with many fruits on a display..jpg,A person with many fruits on a display.
../../datasets/FIDStyles/style0/A bicycle attached to a street sign next to a building..jpg,A bicycle attached to a street sign next to a building.
../../datasets/FIDStyles/style0/Boats are docked in a small water setting..jpg,Boats are docked in a small water setting.
../../datasets/FIDStyles/style0/A wine glass with an R on it partially filled with wine..jpg,A wine glass with an R on it partially filled with wine.
../../datasets/FIDStyles/style0/A woman talking in front of a couple of wine glasses..jpg,A woman talking in front of a couple of wine glasses.
"../../datasets/FIDStyles/style0/Corn, carrots and meat is being cooked in a large pot on stove.jpg","Corn, carrots and meat is being cooked in a large pot on stove"
../../datasets/FIDStyles/style0/Bathroom with brown flowery wallpaper and a ladder in the window..jpg,Bathroom with brown flowery wallpaper and a ladder in the window.
../../datasets/FIDStyles/style0/two white dogs on a ship gazing at.jpg,two white dogs on a ship gazing at
../../datasets/FIDStyles/style0/A baby eating a piece of food in a kitchen while holding a fork..jpg,A baby eating a piece of food in a kitchen while holding a fork.
../../datasets/FIDStyles/style0/Batter takes swing at pitch during major baseball game..jpg,Batter takes swing at pitch during major baseball game.
../../datasets/FIDStyles/style0/A young person riding a snowboard on top of snow..jpg,A young person riding a snowboard on top of snow.
../../datasets/FIDStyles/style0/A chocolate cake covered in white frosting sitting on a wooden table..jpg,A chocolate cake covered in white frosting sitting on a wooden table.
../../datasets/FIDStyles/style0/Two cars are parked on the side of the road surrounded by buildings..jpg,Two cars are parked on the side of the road surrounded by buildings.
"../../datasets/FIDStyles/style0/A room with many windows has a lamp, couch, chair, and table in it..jpg","A room with many windows has a lamp, couch, chair, and table in it."
../../datasets/FIDStyles/style0/A white bowl full of sliced up oranges..jpg,A white bowl full of sliced up oranges.
../../datasets/FIDStyles/style0/Two girls laying on a bed looking at their laptops..jpg,Two girls laying on a bed looking at their laptops.
../../datasets/FIDStyles/style0/The elephant trunk of an elephant hanging over a guardrail..jpg,The elephant trunk of an elephant hanging over a guardrail.
../../datasets/FIDStyles/style0/A view of a piece of cake with a fork in it..jpg,A view of a piece of cake with a fork in it.
../../datasets/FIDStyles/style0/A pair of people with snowboards stand in the snow..jpg,A pair of people with snowboards stand in the snow.
"../../datasets/FIDStyles/style0/A cake, decorated with frosting flowers and a decorative plastic graduation cap, reads ""Congratulations Brooke"" in purple frosting..jpg","A cake, decorated with frosting flowers and a decorative plastic graduation cap, reads ""Congratulations Brooke"" in purple frosting."
../../datasets/FIDStyles/style0/a close up of a person holding a cell phone.jpg,a close up of a person holding a cell phone
../../datasets/FIDStyles/style0/a strawberry pie with whip cream and strawberries on a green plate.jpg,a strawberry pie with whip cream and strawberries on a green plate
../../datasets/FIDStyles/style0/a white blue and red jet and some people.jpg,a white blue and red jet and some people
../../datasets/FIDStyles/style0/there are many snowboards that are lined on the wall.jpg,there are many snowboards that are lined on the wall
../../datasets/FIDStyles/style0/A man with glasses talking on a cell phone while walking..jpg,A man with glasses talking on a cell phone while walking.
../../datasets/FIDStyles/style0/The man is riding a horse on the street..jpg,The man is riding a horse on the street.
../../datasets/FIDStyles/style0/A huge ornate building and a tower with a clock next to the water..jpg,A huge ornate building and a tower with a clock next to the water.
../../datasets/FIDStyles/style0/The zebra is taking a drink of the water..jpg,The zebra is taking a drink of the water.
../../datasets/FIDStyles/style0/A white truck parked next to a parking meter..jpg,A white truck parked next to a parking meter.
../../datasets/FIDStyles/style0/A box containing seven different flavor frosted donuts..jpg,A box containing seven different flavor frosted donuts.
../../datasets/FIDStyles/style0/The couple getting married are throwing the frisbee..jpg,The couple getting married are throwing the frisbee.
"../../datasets/FIDStyles/style0/A woman is blowing out a birthday candle, while a man prepares to cut the cake..jpg","A woman is blowing out a birthday candle, while a man prepares to cut the cake."
../../datasets/FIDStyles/style0/A man in a white jersey up to bat at a baseball game.jpg,A man in a white jersey up to bat at a baseball game
../../datasets/FIDStyles/style0/A small child sitting on his knees on a bench outside of a house..jpg,A small child sitting on his knees on a bench outside of a house.
